coinXflip,flip1,flip2,flip3,flip4,flip5,flip6,flip7,flip8,flip9,flip10,flip11,flip12,flip13,flip14,flip15,flip16,flip17,flip18,flip19,flip20,flip21,flip22,flip23,flip24,flip25,flip26,flip27,flip28,flip29,flip30,flip31,flip32,flip33,flip34,flip35,flip36,flip37,flip38,flip39,flip40,flip41,flip42,flip43,flip44,flip45,flip46,flip47,flip48,flip49,flip50,flip51,flip52,flip53,flip54,flip55,flip56,flip57,flip58,flip59,flip60,flip61,flip62,flip63,flip64,flip65,flip66,flip67,flip68,flip69,flip70,flip71,flip72,flip73,flip74,flip75,flip76,flip77,flip78,flip79,flip80,flip81,flip82,flip83,flip84,flip85,flip86,flip87,flip88,flip89,flip90,flip91,flip92,flip93,flip94,flip95,flip96,flip97,flip98,flip99,flip100
coin1,1.0,0.0,-0.3333333333333333,0.0,0.2,0.3333333333333333,0.42857142857142855,0.5,0.5555555555555556,0.6,0.45454545454545453,0.3333333333333333,0.23076923076923078,0.14285714285714285,0.06666666666666667,0.0,-0.058823529411764705,-0.1111111111111111,-0.05263157894736842,-0.1,-0.047619047619047616,-0.09090909090909091,-0.043478260869565216,-0.08333333333333333,-0.12,-0.07692307692307693,-0.037037037037037035,0.0,-0.034482758620689655,-0.06666666666666667,-0.0967741935483871,-0.125,-0.09090909090909091,-0.058823529411764705,-0.08571428571428572,-0.1111111111111111,-0.13513513513513514,-0.15789473684210525,-0.1794871794871795,-0.2,-0.17073170731707318,-0.14285714285714285,-0.11627906976744186,-0.13636363636363635,-0.15555555555555556,-0.17391304347826086,-0.14893617021276595,-0.125,-0.10204081632653061,-0.12,-0.09803921568627451,-0.11538461538461539,-0.1320754716981132,-0.14814814814814814,-0.16363636363636364,-0.17857142857142858,-0.19298245614035087,-0.1724137931034483,-0.1864406779661017,-0.2,-0.21311475409836064,-0.1935483870967742,-0.1746031746031746,-0.15625,-0.16923076923076924,-0.18181818181818182,-0.19402985074626866,-0.20588235294117646,-0.21739130434782608,-0.22857142857142856,-0.2112676056338028,-0.2222222222222222,-0.2054794520547945,-0.1891891891891892,-0.2,-0.18421052631578946,-0.16883116883116883,-0.1794871794871795,-0.189873417721519,-0.2,-0.20987654320987653,-0.1951219512195122,-0.20481927710843373,-0.19047619047619047,-0.2,-0.20930232558139536,-0.19540229885057472,-0.20454545454545456,-0.21348314606741572,-0.2222222222222222,-0.2087912087912088,-0.21739130434782608,-0.22580645161290322,-0.23404255319148937,-0.24210526315789474,-0.25,-0.23711340206185566,-0.22448979591836735,-0.21212121212121213,-0.2
coin2,1.0,1.0,1.0,0.5,0.6,0.3333333333333333,0.42857142857142855,0.5,0.5555555555555556,0.4,0.2727272727272727,0.16666666666666666,0.07692307692307693,0.0,0.06666666666666667,0.0,0.058823529411764705,0.1111111111111111,0.05263157894736842,0.1,0.047619047619047616,0.09090909090909091,0.13043478260869565,0.08333333333333333,0.04,0.0,-0.037037037037037035,0.0,0.034482758620689655,0.06666666666666667,0.03225806451612903,0.0625,0.030303030303030304,0.058823529411764705,0.02857142857142857,0.0,0.02702702702702703,0.05263157894736842,0.02564102564102564,0.05,0.07317073170731707,0.09523809523809523,0.11627906976744186,0.09090909090909091,0.1111111111111111,0.08695652173913043,0.06382978723404255,0.08333333333333333,0.061224489795918366,0.08,0.09803921568627451,0.07692307692307693,0.09433962264150944,0.07407407407407407,0.09090909090909091,0.07142857142857142,0.08771929824561403,0.10344827586206896,0.11864406779661017,0.13333333333333333,0.11475409836065574,0.12903225806451613,0.1111111111111111,0.125,0.13846153846153847,0.15151515151515152,0.16417910447761194,0.17647058823529413,0.18840579710144928,0.2,0.2112676056338028,0.2222222222222222,0.2328767123287671,0.24324324324324326,0.22666666666666666,0.23684210526315788,0.24675324675324675,0.2564102564102564,0.24050632911392406,0.25,0.25925925925925924,0.24390243902439024,0.2289156626506024,0.21428571428571427,0.2,0.18604651162790697,0.19540229885057472,0.18181818181818182,0.19101123595505617,0.2,0.18681318681318682,0.1956521739130435,0.1827956989247312,0.1702127659574468,0.15789473684210525,0.16666666666666666,0.17525773195876287,0.1836734693877551,0.1919191919191919,0.18
coin3,-1.0,-1.0,-0.3333333333333333,0.0,0.2,0.3333333333333333,0.42857142857142855,0.5,0.5555555555555556,0.4,0.2727272727272727,0.16666666666666666,0.07692307692307693,0.0,0.06666666666666667,0.125,0.058823529411764705,0.0,0.05263157894736842,0.1,0.14285714285714285,0.09090909090909091,0.13043478260869565,0.16666666666666666,0.2,0.23076923076923078,0.18518518518518517,0.21428571428571427,0.2413793103448276,0.26666666666666666,0.2903225806451613,0.25,0.2727272727272727,0.23529411764705882,0.2571428571428571,0.2222222222222222,0.24324324324324326,0.21052631578947367,0.1794871794871795,0.2,0.21951219512195122,0.19047619047619047,0.20930232558139536,0.22727272727272727,0.24444444444444444,0.21739130434782608,0.19148936170212766,0.16666666666666666,0.14285714285714285,0.16,0.17647058823529413,0.19230769230769232,0.20754716981132076,0.18518518518518517,0.2,0.21428571428571427,0.22807017543859648,0.2413793103448276,0.2542372881355932,0.26666666666666666,0.2786885245901639,0.25806451612903225,0.2698412698412698,0.25,0.23076923076923078,0.24242424242424243,0.2537313432835821,0.23529411764705882,0.2463768115942029,0.2571428571428571,0.23943661971830985,0.2222222222222222,0.2054794520547945,0.21621621621621623,0.2,0.18421052631578946,0.16883116883116883,0.1794871794871795,0.189873417721519,0.175,0.16049382716049382,0.14634146341463414,0.13253012048192772,0.14285714285714285,0.15294117647058825,0.13953488372093023,0.12643678160919541,0.13636363636363635,0.12359550561797752,0.13333333333333333,0.14285714285714285,0.13043478260869565,0.11827956989247312,0.1276595744680851,0.1368421052631579,0.14583333333333334,0.15463917525773196,0.16326530612244897,0.15151515151515152,0.14
coin4,-1.0,0.0,-0.3333333333333333,-0.5,-0.6,-0.6666666666666666,-0.42857142857142855,-0.25,-0.1111111111111111,0.0,0.09090909090909091,0.16666666666666666,0.23076923076923078,0.2857142857142857,0.3333333333333333,0.25,0.17647058823529413,0.1111111111111111,0.05263157894736842,0.1,0.047619047619047616,0.09090909090909091,0.043478260869565216,0.08333333333333333,0.12,0.15384615384615385,0.1111111111111111,0.14285714285714285,0.1724137931034483,0.2,0.16129032258064516,0.1875,0.21212121212121213,0.17647058823529413,0.2,0.16666666666666666,0.13513513513513514,0.15789473684210525,0.1794871794871795,0.15,0.12195121951219512,0.14285714285714285,0.11627906976744186,0.13636363636363635,0.15555555555555556,0.13043478260869565,0.14893617021276595,0.125,0.14285714285714285,0.16,0.17647058823529413,0.15384615384615385,0.1320754716981132,0.1111111111111111,0.12727272727272726,0.10714285714285714,0.08771929824561403,0.10344827586206896,0.11864406779661017,0.13333333333333333,0.11475409836065574,0.0967741935483871,0.07936507936507936,0.0625,0.07692307692307693,0.09090909090909091,0.1044776119402985,0.11764705882352941,0.10144927536231885,0.08571428571428572,0.09859154929577464,0.1111111111111111,0.0958904109589041,0.08108108108108109,0.09333333333333334,0.07894736842105263,0.09090909090909091,0.10256410256410256,0.08860759493670886,0.075,0.08641975308641975,0.07317073170731707,0.08433734939759036,0.09523809523809523,0.08235294117647059,0.06976744186046512,0.05747126436781609,0.06818181818181818,0.056179775280898875,0.044444444444444446,0.054945054945054944,0.043478260869565216,0.03225806451612903,0.0425531914893617,0.031578947368421054,0.041666666666666664,0.030927835051546393,0.04081632653061224,0.030303030303030304,0.04
coin5,1.0,0.0,-0.3333333333333333,0.0,0.2,0.3333333333333333,0.14285714285714285,0.0,0.1111111111111111,0.2,0.09090909090909091,0.16666666666666666,0.23076923076923078,0.2857142857142857,0.3333333333333333,0.375,0.4117647058823529,0.4444444444444444,0.47368421052631576,0.5,0.5238095238095238,0.5454545454545454,0.4782608695652174,0.5,0.52,0.46153846153846156,0.4074074074074074,0.42857142857142855,0.4482758620689655,0.4,0.41935483870967744,0.4375,0.45454545454545453,0.47058823529411764,0.4857142857142857,0.5,0.4594594594594595,0.47368421052631576,0.4358974358974359,0.4,0.36585365853658536,0.38095238095238093,0.3953488372093023,0.36363636363636365,0.37777777777777777,0.391304347826087,0.3617021276595745,0.3333333333333333,0.3469387755102041,0.32,0.29411764705882354,0.3076923076923077,0.2830188679245283,0.25925925925925924,0.23636363636363636,0.25,0.22807017543859648,0.2413793103448276,0.22033898305084745,0.2,0.21311475409836064,0.1935483870967742,0.1746031746031746,0.1875,0.16923076923076924,0.18181818181818182,0.16417910447761194,0.14705882352941177,0.13043478260869565,0.14285714285714285,0.15492957746478872,0.16666666666666666,0.1506849315068493,0.16216216216216217,0.14666666666666667,0.13157894736842105,0.14285714285714285,0.15384615384615385,0.16455696202531644,0.15,0.16049382716049382,0.14634146341463414,0.13253012048192772,0.14285714285714285,0.12941176470588237,0.13953488372093023,0.14942528735632185,0.1590909090909091,0.16853932584269662,0.17777777777777778,0.16483516483516483,0.15217391304347827,0.16129032258064516,0.14893617021276595,0.1368421052631579,0.125,0.1134020618556701,0.10204081632653061,0.1111111111111111,0.1
coin6,-1.0,-1.0,-0.3333333333333333,-0.5,-0.2,-0.3333333333333333,-0.42857142857142855,-0.25,-0.3333333333333333,-0.2,-0.09090909090909091,-0.16666666666666666,-0.23076923076923078,-0.2857142857142857,-0.3333333333333333,-0.375,-0.29411764705882354,-0.2222222222222222,-0.2631578947368421,-0.3,-0.3333333333333333,-0.36363636363636365,-0.30434782608695654,-0.3333333333333333,-0.28,-0.23076923076923078,-0.18518518518518517,-0.21428571428571427,-0.2413793103448276,-0.2,-0.22580645161290322,-0.1875,-0.15151515151515152,-0.17647058823529413,-0.2,-0.2222222222222222,-0.24324324324324326,-0.2631578947368421,-0.23076923076923078,-0.2,-0.17073170731707318,-0.14285714285714285,-0.16279069767441862,-0.13636363636363635,-0.1111111111111111,-0.08695652173913043,-0.06382978723404255,-0.041666666666666664,-0.061224489795918366,-0.08,-0.058823529411764705,-0.038461538461538464,-0.018867924528301886,-0.037037037037037035,-0.05454545454545454,-0.03571428571428571,-0.017543859649122806,-0.034482758620689655,-0.05084745762711865,-0.06666666666666667,-0.08196721311475409,-0.0967741935483871,-0.07936507936507936,-0.0625,-0.07692307692307693,-0.09090909090909091,-0.07462686567164178,-0.058823529411764705,-0.07246376811594203,-0.05714285714285714,-0.04225352112676056,-0.027777777777777776,-0.0136986301369863,0.0,-0.013333333333333334,0.0,0.012987012987012988,0.0,0.012658227848101266,0.0,-0.012345679012345678,-0.024390243902439025,-0.012048192771084338,-0.023809523809523808,-0.011764705882352941,-0.023255813953488372,-0.034482758620689655,-0.045454545454545456,-0.033707865168539325,-0.044444444444444446,-0.054945054945054944,-0.043478260869565216,-0.053763440860215055,-0.06382978723404255,-0.07368421052631578,-0.08333333333333333,-0.09278350515463918,-0.08163265306122448,-0.09090909090909091,-0.08
coin7,-1.0,-1.0,-0.3333333333333333,-0.5,-0.6,-0.3333333333333333,-0.14285714285714285,0.0,-0.1111111111111111,-0.2,-0.09090909090909091,0.0,0.07692307692307693,0.0,0.06666666666666667,0.125,0.058823529411764705,0.0,0.05263157894736842,0.1,0.047619047619047616,0.09090909090909091,0.043478260869565216,0.08333333333333333,0.12,0.07692307692307693,0.1111111111111111,0.07142857142857142,0.034482758620689655,0.0,-0.03225806451612903,0.0,-0.030303030303030304,0.0,0.02857142857142857,0.05555555555555555,0.02702702702702703,0.05263157894736842,0.07692307692307693,0.1,0.12195121951219512,0.09523809523809523,0.11627906976744186,0.13636363636363635,0.1111111111111111,0.08695652173913043,0.06382978723404255,0.041666666666666664,0.02040816326530612,0.04,0.0196078431372549,0.0,0.018867924528301886,0.037037037037037035,0.01818181818181818,0.0,-0.017543859649122806,-0.034482758620689655,-0.01694915254237288,0.0,-0.01639344262295082,-0.03225806451612903,-0.047619047619047616,-0.0625,-0.07692307692307693,-0.06060606060606061,-0.07462686567164178,-0.08823529411764706,-0.10144927536231885,-0.11428571428571428,-0.1267605633802817,-0.1388888888888889,-0.1232876712328767,-0.10810810810810811,-0.12,-0.10526315789473684,-0.09090909090909091,-0.10256410256410256,-0.08860759493670886,-0.075,-0.08641975308641975,-0.0975609756097561,-0.08433734939759036,-0.07142857142857142,-0.08235294117647059,-0.06976744186046512,-0.08045977011494253,-0.09090909090909091,-0.10112359550561797,-0.1111111111111111,-0.0989010989010989,-0.10869565217391304,-0.11827956989247312,-0.10638297872340426,-0.09473684210526316,-0.10416666666666667,-0.1134020618556701,-0.10204081632653061,-0.1111111111111111,-0.12
coin8,-1.0,-1.0,-0.3333333333333333,0.0,0.2,0.3333333333333333,0.14285714285714285,0.0,-0.1111111111111111,0.0,0.09090909090909091,0.0,0.07692307692307693,0.0,0.06666666666666667,0.125,0.058823529411764705,0.0,-0.05263157894736842,-0.1,-0.14285714285714285,-0.18181818181818182,-0.21739130434782608,-0.25,-0.28,-0.3076923076923077,-0.3333333333333333,-0.2857142857142857,-0.2413793103448276,-0.2,-0.16129032258064516,-0.125,-0.15151515151515152,-0.17647058823529413,-0.14285714285714285,-0.16666666666666666,-0.13513513513513514,-0.15789473684210525,-0.1794871794871795,-0.2,-0.21951219512195122,-0.23809523809523808,-0.2558139534883721,-0.2727272727272727,-0.28888888888888886,-0.30434782608695654,-0.3191489361702128,-0.3333333333333333,-0.30612244897959184,-0.28,-0.29411764705882354,-0.3076923076923077,-0.32075471698113206,-0.3333333333333333,-0.34545454545454546,-0.32142857142857145,-0.3333333333333333,-0.3103448275862069,-0.288135593220339,-0.26666666666666666,-0.2786885245901639,-0.2903225806451613,-0.2698412698412698,-0.25,-0.23076923076923078,-0.21212121212121213,-0.19402985074626866,-0.17647058823529413,-0.18840579710144928,-0.2,-0.2112676056338028,-0.19444444444444445,-0.2054794520547945,-0.21621621621621623,-0.2,-0.18421052631578946,-0.19480519480519481,-0.1794871794871795,-0.16455696202531644,-0.175,-0.18518518518518517,-0.17073170731707318,-0.1566265060240964,-0.14285714285714285,-0.12941176470588237,-0.13953488372093023,-0.14942528735632185,-0.1590909090909091,-0.16853932584269662,-0.15555555555555556,-0.14285714285714285,-0.15217391304347827,-0.16129032258064516,-0.14893617021276595,-0.15789473684210525,-0.14583333333333334,-0.15463917525773196,-0.14285714285714285,-0.13131313131313133,-0.12
coin9,-1.0,-1.0,-0.3333333333333333,-0.5,-0.2,-0.3333333333333333,-0.42857142857142855,-0.5,-0.5555555555555556,-0.4,-0.2727272727272727,-0.16666666666666666,-0.07692307692307693,-0.14285714285714285,-0.2,-0.125,-0.058823529411764705,-0.1111111111111111,-0.15789473684210525,-0.2,-0.14285714285714285,-0.09090909090909091,-0.13043478260869565,-0.16666666666666666,-0.12,-0.07692307692307693,-0.037037037037037035,0.0,-0.034482758620689655,0.0,0.03225806451612903,0.0625,0.09090909090909091,0.11764705882352941,0.14285714285714285,0.1111111111111111,0.13513513513513514,0.10526315789473684,0.1282051282051282,0.1,0.12195121951219512,0.09523809523809523,0.06976744186046512,0.09090909090909091,0.06666666666666667,0.08695652173913043,0.06382978723404255,0.041666666666666664,0.02040816326530612,0.04,0.0196078431372549,0.0,-0.018867924528301886,0.0,0.01818181818181818,0.03571428571428571,0.017543859649122806,0.0,0.01694915254237288,0.03333333333333333,0.01639344262295082,0.03225806451612903,0.047619047619047616,0.03125,0.015384615384615385,0.030303030303030304,0.014925373134328358,0.029411764705882353,0.043478260869565216,0.02857142857142857,0.04225352112676056,0.05555555555555555,0.0410958904109589,0.05405405405405406,0.04,0.05263157894736842,0.06493506493506493,0.05128205128205128,0.06329113924050633,0.05,0.037037037037037035,0.04878048780487805,0.03614457831325301,0.023809523809523808,0.011764705882352941,0.023255813953488372,0.034482758620689655,0.045454545454545456,0.056179775280898875,0.06666666666666667,0.07692307692307693,0.08695652173913043,0.07526881720430108,0.06382978723404255,0.07368421052631578,0.08333333333333333,0.09278350515463918,0.08163265306122448,0.09090909090909091,0.08
coin10,-1.0,0.0,-0.3333333333333333,0.0,0.2,0.0,0.14285714285714285,0.25,0.1111111111111111,0.2,0.2727272727272727,0.16666666666666666,0.23076923076923078,0.14285714285714285,0.2,0.25,0.17647058823529413,0.2222222222222222,0.2631578947368421,0.2,0.14285714285714285,0.18181818181818182,0.13043478260869565,0.16666666666666666,0.12,0.07692307692307693,0.037037037037037035,0.0,-0.034482758620689655,0.0,0.03225806451612903,0.0625,0.030303030303030304,0.058823529411764705,0.08571428571428572,0.1111111111111111,0.13513513513513514,0.15789473684210525,0.1794871794871795,0.2,0.17073170731707318,0.19047619047619047,0.16279069767441862,0.18181818181818182,0.2,0.21739130434782608,0.19148936170212766,0.20833333333333334,0.22448979591836735,0.2,0.21568627450980393,0.19230769230769232,0.20754716981132076,0.18518518518518517,0.2,0.21428571428571427,0.19298245614035087,0.20689655172413793,0.1864406779661017,0.16666666666666666,0.18032786885245902,0.1935483870967742,0.20634920634920634,0.21875,0.23076923076923078,0.21212121212121213,0.19402985074626866,0.20588235294117646,0.18840579710144928,0.17142857142857143,0.15492957746478872,0.16666666666666666,0.1506849315068493,0.13513513513513514,0.12,0.10526315789473684,0.11688311688311688,0.1282051282051282,0.13924050632911392,0.15,0.13580246913580246,0.12195121951219512,0.10843373493975904,0.11904761904761904,0.12941176470588237,0.13953488372093023,0.14942528735632185,0.13636363636363635,0.14606741573033707,0.13333333333333333,0.14285714285714285,0.13043478260869565,0.13978494623655913,0.1276595744680851,0.1368421052631579,0.14583333333333334,0.13402061855670103,0.12244897959183673,0.13131313131313133,0.12
